Date,Close/Last,Volume,Open,High,Low
06/09/2017,$190.03,3342967,$190,$190.99,$189.25
06/08/2017,$189.93,2331452,$188.1,$191.07,$187.7
06/07/2017,$188.1,2383898,$186.85,$188.54,$186.3926
06/06/2017,$186.75,2724508,$188.41,$188.86,$186.685
06/05/2017,$188.95,2520897,$190.07,$190.74,$188.81
06/02/2017,$190.23,3034037,$187.82,$191.7,$187.6499
06/01/2017,$187.32,2870228,$187.41,$187.91,$184.53
05/31/2017,$187.63,5187447,$187.37,$188.26,$186.72
05/30/2017,$186.88,2231546,$186.76,$187.42,$186.19
05/26/2017,$186.59,1735778,$186.73,$187.605,$186.27
05/25/2017,$187.07,2362926,$185.63,$187.42,$185.59
05/24/2017,$185.25,2425232,$183.46,$185.4,$183.46
05/23/2017,$183.49,2122060,$184,$184.46,$182.86
05/22/2017,$183.67,2942367,$183.78,$185.32,$182.52
05/19/2017,$180.76,4037308,$177.73,$181.42,$176.77
05/18/2017,$177.4,3117757,$178.48,$178.5,$175.471
05/17/2017,$178.78,2533084,$181.39,$181.52,$178.68
05/16/2017,$182.7,2154722,$182.73,$183.15,$182.04
05/15/2017,$182.39,3350676,$183.3,$184.11,$182.28
05/12/2017,$183.25,3478823,$183.71,$183.98,$182.63
05/11/2017,$183.94,2883659,$182.9,$184.33,$182.17
05/10/2017,$183.18,7056125,$185.14,$185.65,$178.18
05/09/2017,$186.91,3003475,$186.11,$187.205,$186.05
05/08/2017,$186.02,1963459,$185.38,$186.39,$185
05/05/2017,$185.01,2631503,$183.16,$185.07,$183.16
05/04/2017,$183.07,2289267,$183.33,$184.25,$182.18
05/03/2017,$183.39,2983240,$183.45,$183.75,$182.25
05/02/2017,$183.44,1973495,$182.54,$183.91,$182.53
05/01/2017,$182.39,3516552,$184.23,$184.485,$181.8
04/28/2017,$184.83,2181150,$183.42,$184.93,$183.02
04/27/2017,$183.22,3128920,$182.59,$183.76,$182.59
04/26/2017,$181.71,4469519,$182.31,$183,$180.11
04/25/2017,$183.51,3733015,$182.53,$183.85,$182.53
04/24/2017,$182.06,3141433,$181.75,$182.46,$181.61
04/21/2017,$180.38,3145565,$179.42,$180.93,$179.42
04/20/2017,$179.3,2335069,$178.74,$179.82,$178.346
04/19/2017,$178.4,2123429,$178.47,$179.9,$178.16
04/18/2017,$177.85,2957457,$178.59,$179.97,$177.12
04/17/2017,$179.02,2448819,$175.84,$179.08,$175.65
04/13/2017,$175.62,2022561,$175.74,$176.88,$175.5639
04/12/2017,$176.05,2922244,$178.25,$178.25,$175.94
04/11/2017,$178.57,2264571,$177.5,$178.6,$176.96
04/10/2017,$177.56,2308395,$179,$179.97,$177.48
04/07/2017,$178.85,2806723,$178.39,$179.09,$177.26
04/06/2017,$177.37,2343747,$177.56,$178.22,$177.12
04/05/2017,$177.08,2408204,$179,$180.18,$176.89
04/04/2017,$178.7,2326290,$176.88,$178.79,$176.76
04/03/2017,$176.65,2933651,$177.08,$177.73,$175.5
03/31/2017,$176.86,2031017,$178.02,$178.18,$176.81
03/30/2017,$177.98,1691838,$177.25,$178.49,$177.22
03/29/2017,$177.63,1640597,$177.4,$177.99,$176.97
03/28/2017,$177.36,2412396,$176.29,$177.683,$175
03/27/2017,$176.1,2748899,$174.37,$176.44,$173.75
03/24/2017,$175.82,2384840,$176.85,$177.53,$174.7687
03/23/2017,$177.26,2005879,$177.34,$177.85,$176.59
03/22/2017,$176.98,2427758,$175.96,$177.1,$175.5
03/21/2017,$175.96,3238017,$179.99,$180.25,$175.5
03/20/2017,$179.39,2062211,$180.1,$180.15,$179.14
03/17/2017,$180.1,5032227,$178.31,$180.3835,$178.17
03/16/2017,$178.19,3100630,$179.82,$180,$177.64
03/15/2017,$178.71,3568221,$179,$179.24,$177.97
03/14/2017,$178.73,2346602,$178.54,$179.69,$177.71
03/13/2017,$179.05,3350782,$177.16,$179.19,$177.07
03/10/2017,$178.7,4595366,$181.9,$181.97,$177.92
03/09/2017,$180.57,3100213,$181.43,$182.59,$179.58
03/08/2017,$181.74,2321027,$182.4,$182.694,$181.49
03/07/2017,$182.02,2451938,$180.64,$182.84,$180.6209
03/06/2017,$180.93,4241362,$181.4,$182.3,$180.43
03/03/2017,$182.18,3927610,$183.04,$183.58,$181.45
03/02/2017,$182.99,4905642,$184,$185.71,$182.97
03/01/2017,$183.91,5459363,$181.85,$184.8,$181.82
02/28/2017,$180.23,4784708,$180.34,$181.93,$179.67
02/27/2017,$179.43,2855866,$178,$179.8839,$177.55
02/24/2017,$177.44,4196989,$176.75,$178.8,$176.1
02/23/2017,$176.86,3501210,$175.97,$177,$175.7
02/22/2017,$175.36,2831625,$174.98,$175.75,$174.01
02/21/2017,$175.56,4231404,$173.92,$176.17,$173.68
02/17/2017,$172.71,4906994,$170.41,$173.25,$170.4
02/16/2017,$170.81,3069936,$169.64,$170.81,$168.75
02/15/2017,$169.3,4033028,$168.42,$169.95,$168.35
02/14/2017,$168.5,2580274,$167.7,$168.8,$167.22
02/13/2017,$168.03,3764883,$166.45,$169.07,$166.35
02/10/2017,$166.23,2689614,$165.25,$166.45,$164.47
02/09/2017,$164.28,3450033,$164.67,$165.086,$164.06
02/08/2017,$163.81,3037704,$165,$165.24,$163.69
02/07/2017,$166.5,4242852,$165,$167.4199,$164.8725
02/06/2017,$163.98,3109479,$162.42,$164.08,$162.38
02/03/2017,$162.4,2981662,$162.99,$163.56,$162.31
02/02/2017,$162.26,3791155,$163.22,$163.97,$160.82
02/01/2017,$163.97,3086405,$164.25,$165.81,$163.12
01/31/2017,$163.42,5349856,$164.96,$165.1,$163.22
01/30/2017,$165.57,5456012,$165.92,$165.99,$163.82
01/27/2017,$167.7,4882806,$169.21,$169.8,$167.01
01/26/2017,$169.12,5436521,$167.25,$170,$167.25
01/25/2017,$167.36,7474936,$163.59,$168.65,$163.24
01/24/2017,$160.55,3925050,$158.58,$160.93,$157.84
01/23/2017,$157.84,3929223,$158.94,$159.5,$157.29
01/20/2017,$159.53,3342968,$159.81,$160.3,$158.23
01/19/2017,$159,3142913,$158.87,$159.87,$157.91
01/18/2017,$158.32,2087279,$157.55,$159.05,$156.75
01/17/2017,$157.67,2758738,$158.2,$159.04,$157.23
01/13/2017,$158.83,2435341,$158.74,$159.58,$158.34
